Gene	Treatment B label
AVPR1B	0.39
AVPR2	-8.23
AWAT1	3.3
AWAT2	4.88
AXDND1	-9.36
AXIN1	1.1
AXIN2	4.99
AXL	-6.78
AZGP1	-6.33
AZI1	-5.78
AZI2	-4.36
AZIN1	-7.86
AZU1	1.46
B2M	-7.96
B3GALNT1	9.15
B3GALNT2	6.77
B3GALT1	-9.7
B3GALT2	-5.65
B3GALT4	8.49
B3GALT5	-4.66
B3GALT6	8.62
B3GALTL	-2.82
B3GAT1	4.09
B3GAT2	-9.02
B3GAT3	9.3
B3GNT1	-5.17
B3GNT2	-7.57
B3GNT3	-3.25
B3GNT4	-9.71
B3GNT5	0.75
B3GNT6	0.11
B3GNT7	5.93
B3GNT8	8.03
B3GNT9	6.23
B3GNTL1	0.1
B4GALNT1	5.61
B4GALNT2	-4.21
B4GALNT3	-1.85
B4GALNT4	2.82
B4GALT1	-0.83
B4GALT2	4.08
B4GALT3	-7.95
B4GALT4	-4.01
B4GALT5	2.53
B4GALT6	-5.48
B4GALT7	-7.3
B9D1	-1.51
B9D2	8.76
BAALC	3.49
BAAT	2.12
BABAM1	-4.66
BACE1	-1.47
BACE2	-4.21
BACH1	9.48
BACH2	-3.18
BAD	0.9
BAG1	9.55
BAG2	3.93
BAG3	-2.44
BAG4	-9.26
BAG5	-3.76
BAG6	3.88
BAGE	9.87
BAGE2	-6.07
BAGE3	-8.82
BAGE4	5.48
BAGE5	-3.29
BAHCC1	5.11
BAHD1	-0.38
BAI1	-3.88
BAI2	8.33
BAI3	8.88
BAIAP2	-5.48
BAIAP2L1	-3.84
BAIAP2L2	2.28
BAIAP3	-2.42
BAK1	4.55
BAMBI	5.65
BANF1	-9.29
BANF2	3.03
BANK1	2.15
BANP	-4.31
BAP1	1.8
BARD1	-2.87
BARHL1	-6.75
BARHL2	7.02
BARX1	8.77
BARX2	-3.26
BASP1	-2.44
BATF	6.76
BATF2	4.81
BATF3	-7.7
BAX	-0.52
BAZ1A	-5.4
BAZ1B	-0.55
BAZ2A	-0.82
BAZ2B	-9.43
BBC3	9.97
BBIP1	-4.84
BBOX1	8.43
BBS1	-3.03
BBS10	2.66
BBS12	-4.49
BBS2	2.19
BBS4	3.22
BBS5	1.58
BBS7	7.89
BBS9	2.95
BBX	6.23
BCAM	6.03
BCAN	-7.47
BCAP29	1.05
BCAP31	-1.44
BCAR1	1.76
BCAR3	-1.06
BCAS1	-4.46
BCAS2	2.16
BCAS3	-0.18
BCAS4	-3
BCAT1	-4.09
BCAT2	5.22
BCCIP	-2.74
BCDIN3D	-9.95
BCHE	-1.67
BCKDHA	-2.77
BCKDHB	-3.62
BCKDK	-2.15
BCL10	-0.27
BCL11A	1.81
BCL11B	-2.34
BCL2	-1.32
BCL2A1	-2.05
BCL2L1	-9.84
BCL2L10	5.29
BCL2L11	8.72
BCL2L12	0.69
BCL2L13	-7.02
BCL2L14	8.51
BCL2L15	-6.55
BCL2L2	-0.34
BCL2L2-PABPN1	0.73
BCL3	5.84
BCL6	5.1
BCL6B	6.91
BCL7A	0.8
BCL7B	-1.54
BCL7C	-7.27
BCL9	-1.1
BCL9L	-9.85
BCLAF1	2.02
BCMO1	0.07
BCO2	-8.96
BCOR	-3.29
BCORL1	1.1
BCR	-4.14
BCS1L	-4.73
BDH1	-8.11
BDH2	8.23
BDKRB1	-2.86
BDKRB2	-1.55
BDNF	-0.47
BDP1	7.77
BEAN1	2.57
BECN1	1.33
BEGAIN	9.89
BEND2	-1.19
BEND3	0.51
BEND4	5.51
BEND5	-2.46
BEND6	2.83
BEND7	-8.07
BEST1	9.38
BEST2	5.37
BEST3	2.41
BEST4	-5.71
BET1	6.7
BET1L	-6.34
BEX1	-7.03
BEX2	-7.94
BEX4	-1.5
BEX5	0.02
BFAR	-6.38
BFSP1	1.97
BFSP2	2.53
BGLAP	-5.8
BGN	6.78
BHLHA15	3.21
BHLHA9	7.43
BHLHB9	-7.86
BHLHE22	-0.38
BHLHE23	5.73
BHLHE40	3.3
BHLHE41	6.97
BHMT	-5.54
BHMT2	6.01
BICC1	0.49
BICD1	5.4
BICD2	-6.06
BID	7.32
BIK	-9.34
BIN1	9.3
BIN2	8.28
BIN3	3.37
BIRC2	9.69
BIRC3	-1.44
BIRC5	0.43
BIRC6	-6.72
BIRC7	-0.55
BIRC8	-4.64
BIVM	-6.71
BLCAP	8.91
BLID	-1.2
BLK	-8.43
BLM	-4.07
BLMH	-4.04
BLNK	-4.47
BLOC1S1	-5.56
BLOC1S2	5.15
BLOC1S3	6.45
BLOC1S4	-7.65
BLOC1S5	-8.99
BLOC1S6	-1.26
BLVRA	3.24
BLVRB	0.97
BLZF1	-2.39
BMF	0.91
BMI1	3.89
BMP1	2.97
BMP10	8.29
BMP15	5.23
BMP2	2.76
BMP2K	-7.79
BMP3	9.73
BMP4	4.21
BMP5	-1.94
BMP6	3.3
BMP7	-6.1
BMP8A	-9.69
BMP8B	-8.15
BMPER	-6.34
BMPR1A	-6.23
BMPR1B	-9.7
BMPR2	-0.56
BMS1	-5.7
BMX	-7.4
BNC1	-1.2
BNC2	7.5
BNIP1	3.45
BNIP2	1.83
BNIP3	-6.72
BNIP3L	-0.95
BNIPL	-3.94
BOC	-2.21
BOD1	-6.4
BOD1L1	-3.36
BOD1L2	-9.92
BOK	6.64
BOLA1	-0.91
BOLA2	2.74
BOLA2B	-4.87
BOLA3	-3.51
BOLL	-4.62
BOP1	-4.95
BORA	-6.11
BPGM	-2.63
BPHL	-7.92
BPI	-6.94
BPIFA1	8.51
BPIFA2	-7.99
BPIFA3	-5.74
BPIFB1	3.07
BPIFB2	9.55
BPIFB3	0.28
BPIFB4	-4.07
BPIFB6	-5.85
BPIFC	-0.63
BPNT1	-7.43
BPTF	-4.5
BPY2	7.01
BPY2B	-1.94
BPY2C	7.28
BRAF	7.64
BRAP	2.86
BRAT1	8.61
BRCA1	2.83
BRCA2	1.11
BRCC3	-5.16
BRD1	-6.08
BRD2	1.05
BRD3	-9.12
BRD4	5.34
BRD7	0.95
BRD8	5.54
BRD9	0.05
BRDT	7.26
BRE	-7.94
BRF1	-9.46
BRF2	-0.01
BRI3	7.17
BRI3BP	-5.02
BRICD5	-4.41
BRINP1	-3.81
BRINP2	4.6
BRINP3	-3.41
BRIP1	-2.26
BRIX1	-8.06
BRK1	-5.6
BRMS1	9.54
BRMS1L	-1.1
BROX	0.6
BRPF1	-2.69
BRPF3	-0.97
BRS3	4
BRSK1	-6.09
BRSK2	2.1
BRWD1	-6.91
BRWD3	8.1
BSCL2	-2.94
BSDC1	9.01
BSG	5.71
BSN	9.62
BSND	3.08
BSPH1	-8.67
BSPRY	9.89
BST1	7.92
BST2	7.83
BSX	-3.13
BTAF1	-2.57
BTBD1	5.25
BTBD10	6.34
BTBD11	-6.62
BTBD16	0.67
BTBD17	-8.75
BTBD18	5.31
BTBD19	-5.98
BTBD2	3.58
BTBD3	2.2
BTBD6	7.7
BTBD7	3
BTBD8	-9.41
BTBD9	6.6
BTC	-8.55
BTD	-2.14
BTF3	7.61
BTF3L4	-3.74
BTG1	3.89
BTG2	-5.61
BTG3	-0.29
BTG4	4.13
BTK	1.42
BTLA	-9.82
BTN1A1	3.34
BTN2A1	4.93
BTN2A2	4.96
BTN3A1	4.68
BTN3A2	3.25
BTN3A3	6.21
BTNL10	9.8
BTNL2	-8.95
BTNL3	3.36
BTNL8	-5.66
BTNL9	8.26
BTRC	-7.96
BUB1	8.08
BUB1B	-9.44
BUB3	-7.75
BUD13	-6.18
BUD31	7.51
BVES	-4.53
BYSL	2.97
BZRAP1	4.13
BZW1	4.15
BZW2	-8.14
C10orf10	-9.23
C10orf105	9.18
C10orf107	-6.74
C10orf11	-0.84
C10orf111	-3.56
C10orf113	6.36
C10orf118	9.9
C10orf12	3.06
C10orf120	-8.73
C10orf126	5.82
C10orf128	-7.91
C10orf129	0.14
C10orf131	3.82
C10orf137	-1.68
C10orf2	2.31
C10orf25	-9.94
C10orf32	-0.24
C10orf35	-1.47
C10orf53	-3.11
C10orf54	-3.61
C10orf55	-5.82
C10orf62	-0.05
C10orf67	3.93
C10orf68	-2.69
C10orf71	9.69
C10orf76	1.8
C10orf82	4.19
C10orf88	-0.98
C10orf90	-5.38
C10orf91	-8.49
C10orf95	1.44
C10orf99	-7.59
C11orf1	2.01
C11orf16	-5.96
C11orf21	0.39
C11orf24	-2.37
C11orf30	-9.18
C11orf31	5.78
C11orf35	1
C11orf40	0.74
C11orf42	5.56
C11orf44	-6.79
C11orf45	6.93
C11orf48	6.14
C11orf49	5.53
C11orf52	-4.78
C11orf53	3.35
C11orf54	8.97
C11orf57	-1.86
C11orf58	-1.88
C11orf63	7.6
C11orf65	-2.65
C11orf68	7.81
C11orf70	6.8
C11orf71	-1.94
C11orf73	-9.69
C11orf74	6.44
C11orf80	0.29
C11orf82	-0.57
C11orf83	-8.6
C11orf84	-4.11
C11orf85	7.24
C11orf86	8.91
C11orf87	-7.12
C11orf88	8.89
C11orf91	7.52
C11orf94	4.45
C11orf95	9.4
C11orf96	8.16
C12orf10	-2.63
C12orf23	8.58
C12orf29	-5.4
C12orf39	-1.96
C12orf4	8.56
C12orf40	-9.35
C12orf42	-4.73
C12orf43	6.45
C12orf44	-3.14
C12orf45	-5.67
C12orf49	-3.64
C12orf5	-9.99
C12orf50	9.42
C12orf52	-6.95
C12orf54	-7.29
C12orf56	4.77
C12orf57	4.06
C12orf60	-8.27
C12orf61	-9.53
C12orf65	-4.31
C12orf66	-2.61
C12orf68	-0.89
C12orf71	-3.09
C12orf73	2.16
C12orf74	5.76
C12orf75	-4.91
C12orf76	-8.07
C12orf77	1.04
C12orf79	-7.91
C12orf80	3.27
C13orf35	6.34
C13orf45	0.15
C14orf1	-4.16
C14orf105	4.73
C14orf119	-7.62
C14orf132	-9.49
C14orf142	-6.53
C14orf159	9.7
C14orf164	9.72
C14orf166	4.3
C14orf166B	6.5
C14orf169	3.34
C14orf177	1.29
C14orf178	2.02
C14orf180	-2.41
C14orf182	3.99
C14orf183	1.07
C14orf2	-0.13
C14orf28	3.88
C14orf37	-4.22
C14orf39	0.59
C14orf79	4.11
C14orf80	3.39
C14orf93	-4.15
C15orf26	7.95
C15orf27	5.03
C15orf32	-1.47
C15orf38	-0.54
C15orf38-AP3S2	5.41
C15orf39	2.06
C15orf40	-8.36
C15orf41	3.49
C15orf43	-9.95
C15orf48	9
C15orf52	-5.87
C15orf53	6.05
C15orf54	5.75
C15orf56	-1.12
C15orf57	-1.15
C15orf59	-9.71
C15orf60	-2.41
C15orf61	-8.43
C15orf62	-1.79
C15orf65	-7.57
C16orf11	-3.1
C16orf13	-1.8
C16orf3	-4.32
C16orf45	-0.28
C16orf46	-9.67
C16orf47	-9.83
C16orf52	8.35
C16orf54	2.92
C16orf58	8.11
C16orf59	3.36
C16orf62	1.59
C16orf70	2.59
C16orf71	1.26
C16orf72	9.01
C16orf74	-0.19
C16orf78	0.15
C16orf80	2.93
C16orf82	7.41
C16orf86	-5.68
C16orf87	-0.71
C16orf89	-6.56
C16orf90	-4.07
C16orf91	3.11
C16orf92	-2.25
C16orf93	1.96
C16orf95	8.45
C16orf96	-9.6
C16orf97	-4.67
C17orf100	7.33
C17orf102	1.99
C17orf103	3.45
C17orf104	-6
C17orf105	0.86
C17orf107	4.01
C17orf112	7.46
C17orf47	8.23
C17orf49	-5.29
C17orf50	-4.8
C17orf51	0.42
C17orf53	3.96
C17orf58	-3.84
C17orf59	4.88
C17orf62	-2.71
C17orf64	-4.08
C17orf66	8.01
C17orf67	0.14
C17orf70	3.87
C17orf72	3.61
C17orf74	-3.73
C17orf75	-7.69
C17orf77	-5.28
C17orf78	7.63
C17orf80	2.8
C17orf82	8.36
C17orf85	-5.15
C17orf89	-8.46
C17orf96	-5
C17orf97	8.89
C17orf98	-3.02
C17orf99	2.62
C18orf21	-9.61
C18orf25	-0.04
C18orf32	-3.88
C18orf42	5.92
C18orf54	-1.01
C18orf56	2.83
C18orf63	4.56
C18orf64	-4.64
C18orf8	6.13
C19orf10	1.24
C19orf12	8.27
C19orf18	2.07
C19orf24	-1.58
C19orf25	2.92
C19orf26	0.1
C19orf33	6.55
C19orf35	2.98
C19orf38	1.42
C19orf40	0.13
C19orf43	-8.64
C19orf44	9.36
C19orf45	-5.99
C19orf47	2.6
C19orf48	-2.14
C19orf52	1.47
C19orf53	-1.88
C19orf54	6.73
C19orf55	-0.52
C19orf57	-2.31
C19orf59	7.37
C19orf60	-5.23
C19orf66	9.89
C19orf67	-6.24
C19orf68	3.82
C19orf69	2.37
C19orf70	1.98
C19orf71	7.13
C19orf73	2.28
C19orf77	-4.3
C19orf80	-9.64
C19orf81	-0.12
C19orf82	8.34
C19orf83	-4.86
C19orf84	10
C1D	7.79
C1GALT1	6.77
C1GALT1C1	7.54
C1orf100	-0.29
C1orf101	7.91
C1orf105	7.84
C1orf106	3.5
C1orf109	3
C1orf110	2.27
C1orf111	4.89
C1orf112	3.75
C1orf115	3.89
C1orf116	-2.51
C1orf122	-6.51
C1orf123	1.96
C1orf127	7.44
C1orf131	1.99
C1orf137	-4.73
C1orf141	-1.07
C1orf146	4.98
C1orf158	-0.04
C1orf159	-8.58
C1orf162	-1.74
C1orf168	-9.94
C1orf172	7.08
C1orf173	5.69
C1orf174	8.54
C1orf177	-5.45
C1orf185	-4.13
C1orf186	-8.66
C1orf189	7.68
C1orf192	-7.86
C1orf194	1.25
C1orf195	2.63
C1orf198	6.46
C1orf204	0.16
C1orf21	-5.94
C1orf210	5.56
C1orf216	7.95
C1orf226	1.68
C1orf227	-3.09
C1orf228	8.57
C1orf229	-7.32
C1orf233	5.02
C1orf234	-7.97
C1orf27	1.02
C1orf35	-7.19
C1orf43	3.29
C1orf50	-7.2
C1orf51	8.14
C1orf52	5.12
C1orf53	-4.01
C1orf54	8.5
C1orf56	0.49
C1orf61	-9.66
C1orf63	-9.89
C1orf64	5.6
C1orf65	0.95
C1orf68	4.7
C1orf74	-2.88
C1orf85	8.51
C1orf86	5.99
C1orf87	-4.61
C1orf94	9.22
C1orf95	8.41
C1QA	1.95
C1QB	-6.33
C1QBP	2.31
C1QC	-1.41
C1QL1	-7.8
C1QL2	8.97
C1QL3	0.21
C1QL4	1.94
C1QTNF1	-7.28
C1QTNF2	-5.54
C1QTNF3	-9.68
C1QTNF4	4.15
C1QTNF5	1.08
C1QTNF6	-8.78
C1QTNF7	-6.16
C1QTNF8	-9.68
C1QTNF9	-0.46
C1QTNF9B	-5.17
C1R	-3.14
C1RL	-4.26
C1S	0.98
C2	7.08
C20orf112	-2.22
C20orf141	2.45
C20orf144	4.59
C20orf166	-4.61
C20orf173	5.63
C20orf194	-4.32
C20orf195	-7.42
C20orf196	3.95
C20orf197	9.38
C20orf201	1.13
C20orf202	-4.24
C20orf203	5.53
C20orf24	-5.58
C20orf26	0.73
C20orf27	7.32
C20orf62	8.11
C20orf78	-5.1
C20orf85	-8.6
C20orf96	7.5
C21orf140	-8.95
C21orf2	-9.64
C21orf33	-6.69
C21orf58	9.62
C21orf59	9.72
C21orf62	-4.52
C21orf91	9.45
C22orf15	6.2
C22orf23	-5.44
C22orf24	5.13
C22orf26	0.66
C22orf29	-4.37
C22orf31	6.58
C22orf39	3.75
C22orf42	-5.57
C22orf43	-3.19
C22orf46	5.75
C2CD2	8.19
C2CD2L	2.33
C2CD3	-8.23
C2CD4A	-9.06
C2CD4B	4.7
C2CD4C	-2.69
C2CD4D	4.96
C2CD5	-0.59
C2orf15	-0.64
C2orf16	-7.55
C2orf27A	4.66
C2orf27B	-0.43
C2orf40	2.41
C2orf42	-2.44
C2orf43	-7.4
C2orf44	3.09
C2orf47	3.15
C2orf48	-6.84
C2orf49	-0.27
C2orf50	8.16
C2orf53	-8.84
C2orf54	-6.62
C2orf57	8.49
C2orf61	-9.61
C2orf62	6.62
C2orf66	-8.83
C2orf68	-6
C2orf69	2.24
C2orf70	8.12
C2orf71	-1.35
C2orf72	5.76
C2orf73	6.85
C2orf74	-0.88
C2orf76	0.02
C2orf78	-8.06
C2orf80	-7.04
C2orf81	-9.75
C2orf82	5.02
C2orf83	-8.45
C2orf88	-9.07
C2orf91	-3.11
C3	-9.66
C3AR1	1.41
C3orf14	6.8
C3orf17	6.24
C3orf18	5.21
C3orf20	7.46
C3orf22	5.4
C3orf27	1.33
C3orf30	2.17
C3orf33	-3
C3orf35	4.71
C3orf36	2.43
C3orf38	-3.92
C3orf43	-5.9
C3orf52	-4.52
C3orf55	8.49
C3orf56	-3.15
C3orf58	-6.75
C3orf62	9.67
C3orf67	-6.75
C3orf70	-3.91
C3orf72	5.66
C3orf79	6.81
C3orf80	6.26
C3orf83	6.83
C3orf84	4.72
C4A	1.47
C4B	-9.76
C4BPA	8.63
C4BPB	6
C4orf17	6.06
C4orf19	-6.33
C4orf21	9.03
C4orf22	-1.71
C4orf26	-8.54
C4orf27	-2.65
C4orf29	7.14
C4orf3	8.15
C4orf32	4.34
C4orf33	-7.95
C4orf36	-6.48
C4orf40	4.4
C4orf45	6.96
C4orf46	-2.48
C4orf47	-1.98
C4orf48	3.28
C4orf51	2.3
C4orf6	-3.59
C5	-4.32
C5AR1	6.53
C5AR2	1.6
C5orf15	4.21
C5orf20	-9.84
C5orf22	-8.83
C5orf24	9.78
C5orf28	-9.38
C5orf30	6.7
C5orf34	6.34
C5orf38	-7.85
C5orf42	-6.05
C5orf45	7.03
C5orf46	-1.34
C5orf47	7.79
C5orf48	-4.16
C5orf49	-1.77
C5orf51	-9.27
C5orf52	-7.5
C5orf54	0.68
C5orf55	3.12
C5orf58	0.52
C5orf60	-1.23
C5orf63	0.85
C5orf64	3.72
C5orf66	-6.44
C6	8.83
C6orf1	-4.31
C6orf10	-2.33
C6orf106	-8.89
C6orf118	8.75
C6orf120	4.77
C6orf132	-4.73
C6orf136	-0.27
C6orf141	-3.45
C6orf15	8.05
C6orf163	7.54
C6orf165	4.85
C6orf195	7.4
C6orf201	-7.16
C6orf203	-5.35
C6orf211	8.36
C6orf222	6.04
C6orf223	-2.31
C6orf226	5.98
C6orf229	0.2
C6orf25	-0.41
C6orf47	-5.7
C6orf48	0.94
C6orf52	2.34
C6orf57	7.82
C6orf58	-6.91
C6orf62	6.64
C6orf7	4.48
C6orf89	6.64
C6orf99	0.19
C7	5.74
C7orf10	-0.62
C7orf25	6.35
C7orf26	9.47
C7orf31	5.92
C7orf33	3.84
C7orf34	-4
C7orf41	-6.62
C7orf43	-2.78
C7orf49	8.71
C7orf50	-9.43
C7orf55	-2.82
C7orf55-LUC7L2	-2.27
C7orf57	-6.4
C7orf60	-5.89
C7orf61	-3.31
C7orf62	-0.06
C7orf63	-5.52
C7orf65	-4.92
C7orf66	-2.37
C7orf69	-6.28
C7orf71	-4.07
C7orf72	2.45
C7orf73	1.29
C7orf76	-9.73
C8A	4.61
C8B	-4.22
C8G	-9.78
C8orf22	-1.54
C8orf31	2.5
C8orf33	-3.42
C8orf34	2.08
C8orf37	-2.5
C8orf4	8.69
C8orf44	-2.13
C8orf46	5.74
C8orf47	9.9
C8orf48	-8.29
C8orf58	-9.01
C8orf59	7.85
C8orf74	-8.28
C8orf76	-4.97
C8orf82	2.81
C8orf86	-2.44
C8orf87	3.62
C8orf88	8.23
C9	7.61
C9orf106	-2.91
C9orf114	0.29
C9orf116	-2.01
C9orf117	2.24
C9orf129	2.65
C9orf131	3.46
C9orf135	6.49
C9orf139	6.62
C9orf142	-5.45
C9orf152	3.14
C9orf153	-7.96
C9orf156	7.92
C9orf16	9.33
C9orf163	-6.88
C9orf169	-2.27
C9orf170	-7.57
C9orf171	4.52
C9orf172	5.65
C9orf173	-5.33
C9orf24	0.82
C9orf3	-6.9
C9orf37	-1.6
C9orf40	-9.57
C9orf41	6.28
C9orf43	4.77
C9orf47	3.51
C9orf50	7.38
C9orf57	5.78
C9orf62	-1.86
C9orf64	5.97
C9orf66	-1.52
C9orf69	4.45
C9orf72	-2.8
C9orf78	9.64
C9orf84	-4.69
C9orf85	-3.35
C9orf89	1.94
C9orf9	-2.08
C9orf91	-3.82
C9orf92	2.43
C9orf96	1.99
CA1	4.8
CA10	-3.34
CA11	5.57
CA12	9.75
CA13	-7.27
CA14	-4.07
CA2	6.83
CA3	9.13
CA4	-4.4
CA5A	1.35
CA5B	6.93
CA6	-9.22
CA7	3.81
CA8	-6.73
CA9	-8.02
CAAP1	-3
CAB39	3.69
CAB39L	0.25
CABIN1	-1.37
CABLES1	-6.93
CABLES2	-2.91
CABP1	-4.73
CABP2	8.61
CABP4	-5.26
CABP5	-4.02
CABP7	3.44
CABS1	-2.01
CABYR	3.72
CACFD1	2.29
CACHD1	3.13
CACNA1A	-7.23
CACNA1B	9.44
CACNA1C	-0.95
CACNA1D	-1.81
CACNA1E	5.04
CACNA1F	9.88
CACNA1G	8.28
CACNA1H	1.12
CACNA1I	-2.97
CACNA1S	-7.45
CACNA2D1	2.64
CACNA2D2	-2.79
CACNA2D3	7.21
CACNA2D4	-8.18
CACNB1	-0.02
CACNB2	4.83
CACNB3	8.17
CACNB4	-9.51
CACNG1	2.38
CACNG2	-6.86
CACNG3	5.39
CACNG4	2.29
CACNG5	-4.02
CACNG6	3.95
CACNG7	-9.44
CACNG8	9.38
CACTIN	-7.12
CACUL1	2.35
CACYBP	0.89
CAD	-5.48
CADM1	-0.63
CADM2	-1.3
CADM3	9.44
CADM4	3.43
CADPS	6.13
CADPS2	7.84
CAGE1	-6.39
CALB1	-6.93
CALB2	-5.49
CALCA	8.11
CALCB	7.1
CALCOCO1	-3.54
CALCOCO2	-1.73
CALCR	-9.55
CALCRL	7.62
CALD1	-5.91
CALHM1	-6.55
CALHM2	-7.68
CALHM3	1.62
CALM1	3.1
CALM2	1.1
CALM3	7.42
CALML3	-7.57
CALML4	0.37
CALML5	-2.71
CALML6	-6.66
CALN1	0.52
CALR	-1.9
CALR3	-3.6
CALU	3.55
CALY	-3.27
CAMK1	-0.96
CAMK1D	-6.26
CAMK1G	2.59
CAMK2A	-0.92
CAMK2B	-7.5
CAMK2D	-7.19
CAMK2G	9.24
CAMK2N1	6.7
CAMK2N2	8.14
CAMK4	7.89
CAMKK1	-2.76
CAMKK2	-4.94
CAMKMT	-3.61
CAMKV	3.88
CAMLG	-2.88
CAMP	3.44
CAMSAP1	0.15
CAMSAP2	9.92
CAMSAP3	9.47
CAMTA1	-0.01
CAMTA2	-6.08
CAND1	-4.35
CAND2	3.44
CANT1	7.22
CANX	9.82
CAP1	-0.27
CAP2	3.54
CAPG	4.91
CAPN1	-2.1
CAPN10	9.72
CAPN11	-8.66
CAPN12	-0.14
CAPN13	-2.46
CAPN14	9.76
CAPN15	-1.12
CAPN2	4.33
CAPN3	-9.29
CAPN5	4.76
CAPN6	-7.03
CAPN7	4.01
CAPN8	-6.15
CAPN9	-8.73
CAPNS1	5.52
CAPNS2	6.21
CAPRIN1	7.05
CAPRIN2	9.61
CAPS	-2.75
CAPS2	5
CAPSL	-7.42
CAPZA1	3.1
CAPZA2	-5.68
CAPZA3	6.13
CAPZB	4.09
CARD10	3.15
CARD11	-1.46
CARD14	-8.65
CARD16	5.84
CARD17	-2.45
CARD18	-9.94
CARD6	7.58
CARD8	-3.03
CARD9	-0.41
CARF	-3.93
CARHSP1	-6.49
CARKD	0.41
CARM1	8.21
CARNS1	3.38
CARS	0.18
CARS2	-5.25
CARTPT	0.31
CASC1	4.05
CASC10	4.98
CASC3	2.34
CASC4	0.98
CASC5	8.64
CASD1	7.56
CASK	8.24
CASKIN1	-3.25
CASKIN2	-9.09
CASP1	9.65
CASP10	-7.22
CASP12	5.82
CASP14	4.63
CASP2	3.36
CASP3	-4.14
CASP4	-2.35
CASP5	8.56
CASP6	-0.85
CASP7	-0.02
CASP8	-2.11
CASP8AP2	-9.8
CASP9	-2.15
CASQ1	4.36
CASQ2	1.74
CASR	0.51
CASS4	2.32
CAST	-9.1
CASZ1	-3.5
CAT	-5.78
CATSPER1	6.79
CATSPER2	5.65
CATSPER3	5.67
CATSPER4	4.88
CATSPERB	-2.89
CATSPERD	-9.85
CATSPERG	-2.28
CAV1	-8.18
CAV2	0.27
CAV3	-7.04
CBFA2T2	-6.78
CBFA2T3	-3.98
CBFB	1.58
CBL	3.65
CBLB	6.28
CBLC	-7.18
CBLL1	4.07
CBLN1	1.57
CBLN2	-9.45
CBLN3	-0.99
CBLN4	-5.36
CBR1	-8.66
CBR3	-5.98
CBR4	-8.99
CBS	-6.05
CBWD1	9.74
CBWD2	6.06
CBWD3	-6.61
CBWD5	-0.84
CBWD6	-5.81
CBX1	0.13
CBX2	-2.98
CBX3	-0.95
CBX4	5.25
CBX5	3.16
CBX6	-1
CBX7	-9.89
CBX8	-4.3
CBY1	-6.57
CBY3	9.75
CC2D1A	1.87
CC2D1B	8.42
CC2D2A	7.19
CC2D2B	-9.1
CCAR1	-6
CCAR2	-3.16
CCBE1	-4.18
CCBL1	7.88
CCBL2	-1.31
CCDC101	-2.77
CCDC102A	6.28
CCDC102B	7
CCDC103	9.86
CCDC104	-8.52
CCDC105	-8.94
CCDC106	8.63
CCDC107	9.94
CCDC108	5.63
CCDC109B	5.26
CCDC11	4.68
CCDC110	-4.98
CCDC111	3.96
CCDC112	-5.22
CCDC113	-8.83
CCDC114	-1.99
CCDC115	-5.51
CCDC116	1.15
CCDC117	-8.5
CCDC12	-7.47
CCDC120	-1.54
CCDC121	1.07
CCDC122	0.18
CCDC124	4.16
CCDC125	9.28
CCDC126	-7.96
CCDC127	5.11
CCDC129	-5.06
CCDC13	-3.69
CCDC130	-5.68
CCDC132	2.42
CCDC134	4.37
CCDC135	-1.18
CCDC136	-6.83
CCDC137	7.68
CCDC138	-1
CCDC14	-7.55
CCDC140	-4.53
CCDC141	9.52
CCDC142	-0.71
CCDC144A	3.11
CCDC144NL	-7.88
CCDC146	-1.9
CCDC147	-5.17
CCDC148	-6.99
CCDC149	-2.68
CCDC15	-9.33
CCDC150	5.38
CCDC151	0.67
CCDC152	-3.09
CCDC153	-8.62
CCDC154	-7.84
CCDC155	-3.24
CCDC157	6.69
CCDC158	-6.14
CCDC159	2.07
CCDC160	9.26
CCDC166	-8.96
CCDC167	0.2
CCDC168	2.36
CCDC169	-0.92
CCDC169-SOHLH2	4.56
CCDC17	-7.39
CCDC170	2.83
CCDC171	-6.78
CCDC172	4.65
CCDC173	2.79
CCDC174	3.6
CCDC175	6.1
CCDC176	-6.92
CCDC177	-2.1
CCDC178	4.97
CCDC179	-1.51
CCDC18	-1.13
CCDC180	-4.81
CCDC181	4.05
CCDC182	-9.42
CCDC19	-0.97
CCDC22	-0.56
CCDC23	9.06
CCDC24	7.32
CCDC25	-3.16
CCDC27	5.78
CCDC28A	-4.68
CCDC28B	-8.55
CCDC3	-6.55
CCDC30	1.9
CCDC33	-7.87
CCDC34	-2.9
CCDC36	4.53
CCDC37	6.01
CCDC38	4.56
CCDC39	-2.25
CCDC40	3.53
CCDC41	-1.02
CCDC42	0.85
CCDC42B	7.99
CCDC43	2.58
CCDC47	2.45
CCDC50	2.99
CCDC51	-2
CCDC53	-0.52
CCDC54	-6.94
CCDC57	-0.49
CCDC58	3.68
CCDC59	2.87
CCDC6	-8.16
CCDC60	0.88
CCDC61	-5.54
CCDC62	9.91
CCDC63	-4.57
CCDC64	-5.57
CCDC64B	-3.41
CCDC65	-3.65
CCDC66	-2.46
CCDC67	-0.47
CCDC68	-8.12
CCDC69	-2.79
CCDC7	-6.58
CCDC70	-3.84
CCDC71	-7.16
CCDC71L	-4.69
CCDC73	-9.74
CCDC74A	3.86
CCDC74B	-5.51
CCDC77	5.64
CCDC78	-8.81
CCDC79	-2.78
CCDC8	-1.43
CCDC80	-5.25
CCDC81	0.31
CCDC82	-0.63
