Gene	Treatment A label (can include Latex, e.g. (humble $\pi)^{\tau\rho y}$)
AUTS2	-2.68
AVEN	9.62
AVIL	-3.95
AVL9	-7.09
AVP	7.91
AVPI1	1.52
AVPR1A	-4.35
AVPR1B	-8.66
AVPR2	0.64
AWAT1	-5.07
AWAT2	0.49
AXDND1	-1.61
AXIN1	-9.58
AXIN2	-4.01
AXL	-1.02
AZGP1	8.45
AZI1	-8.53
AZI2	9.65
AZIN1	-0.42
AZU1	-9.51
B2M	-1.81
B3GALNT1	9.34
B3GALNT2	6.84
B3GALT1	4.27
B3GALT2	-3.12
B3GALT4	-7.2
B3GALT5	-9.98
B3GALT6	-7.82
B3GALTL	-4.26
B3GAT1	3.41
B3GAT2	2.53
B3GAT3	-2.65
B3GNT1	-7.06
B3GNT2	-7.04
B3GNT3	5.04
B3GNT4	-7.42
B3GNT5	5.5
B3GNT6	-2.57
B3GNT7	-7.08
B3GNT8	-3.99
B3GNT9	-9.92
B3GNTL1	8.31
B4GALNT1	0.53
B4GALNT2	1.21
B4GALNT3	1.69
B4GALNT4	-4.2
B4GALT1	0.26
B4GALT2	5.71
B4GALT3	-0.3
B4GALT4	4.71
B4GALT5	-8.29
B4GALT6	-7.26
B4GALT7	-9.24
B9D1	-3.58
B9D2	-6.45
BAALC	-4.27
BAAT	0.31
BABAM1	9.12
BACE1	7.35
BACE2	5.65
BACH1	-3.43
BACH2	-1.45
BAD	-8.93
BAG1	6.44
BAG2	0.88
BAG3	0.69
BAG4	-6.61
BAG5	-6.87
BAG6	2.6
BAGE	-7.65
BAGE2	7.17
BAGE3	-4.17
BAGE4	-2.71
BAGE5	7.95
BAHCC1	-1.33
BAHD1	5.98
BAI1	3.88
BAI2	-3.58
BAI3	-5.9
BAIAP2	8.39
BAIAP2L1	-8.6
BAIAP2L2	1.38
BAIAP3	4.97
BAK1	7.81
BAMBI	-4.93
BANF1	3.67
BANF2	1.06
BANK1	-7.26
BANP	5.83
BAP1	2.48
BARD1	5.03
BARHL1	7.13
BARHL2	-6.24
BARX1	-1.95
BARX2	-0.06
BASP1	3.36
BATF	3.2
BATF2	2.51
BATF3	-5.54
BAX	-4.26
BAZ1A	5.41
BAZ1B	-7.6
BAZ2A	-9.4
BAZ2B	-7.96
BBC3	6.47
BBIP1	8.91
BBOX1	9.2
BBS1	6.9
BBS10	-7.04
BBS12	-0.1
BBS2	-8.5
BBS4	-7.56
BBS5	1.34
BBS7	3.49
BBS9	3.69
BBX	6.87
BCAM	-0.51
BCAN	5.14
BCAP29	-5.66
BCAP31	-9.9
BCAR1	1.78
BCAR3	-3.11
BCAS1	-6.66
BCAS2	-1.43
BCAS3	-2.16
BCAS4	-6.59
BCAT1	-4.99
BCAT2	-6.69
BCCIP	-2.76
BCDIN3D	5.18
BCHE	-2.9
BCKDHA	-4.01
BCKDHB	6.99
BCKDK	-8.41
BCL10	-3.87
BCL11A	2.38
BCL11B	6.31
BCL2	-9.94
BCL2A1	-1.55
BCL2L1	-7.25
BCL2L10	-3.62
BCL2L11	0.95
BCL2L12	2.25
BCL2L13	-5.93
BCL2L14	2.41
BCL2L15	-0.18
BCL2L2	-9.93
BCL2L2-PABPN1	4.72
BCL3	-0.1
BCL6	-9.84
BCL6B	7.88
BCL7A	4.02
BCL7B	-3.21
BCL7C	-6.92
BCL9	-6.64
BCL9L	9.4
BCLAF1	8.48
BCMO1	-5.71
BCO2	-6.92
BCOR	-3.29
BCORL1	9.9
BCR	-9.14
BCS1L	-9.71
BDH1	-6.95
BDH2	-0.96
BDKRB1	-2.69
BDKRB2	-5.53
BDNF	-3.98
BDP1	6.23
BEAN1	5.27
BECN1	-4.89
BEGAIN	8.16
BEND2	-8.5
BEND3	8.77
BEND4	4.41
BEND5	-7.24
BEND6	-2.25
BEND7	2.82
BEST1	1.64
BEST2	-4.02
BEST3	-7.63
BEST4	0.52
BET1	-4.57
BET1L	3.64
BEX1	9
BEX2	-3.98
BEX4	-7.44
BEX5	8.85
BFAR	6.82
BFSP1	-1.96
BFSP2	4.52
BGLAP	7.01
BGN	2.41
BHLHA15	6.44
BHLHA9	-9.2
BHLHB9	-4.19
BHLHE22	3.65
BHLHE23	-8.46
BHLHE40	1.03
BHLHE41	-2.6
BHMT	9.62
BHMT2	-2.49
BICC1	-1.72
BICD1	5.16
BICD2	3.16
BID	8.57
BIK	2.67
BIN1	8.79
BIN2	8.99
BIN3	1.51
BIRC2	1.49
BIRC3	-8.83
BIRC5	9.16
BIRC6	1.87
BIRC7	-0.17
BIRC8	4.52
BIVM	8.73
BLCAP	1.03
BLID	-9.31
BLK	-1.79
BLM	8.66
BLMH	-4.36
BLNK	6.89
BLOC1S1	9.59
BLOC1S2	7.96
BLOC1S3	2.27
BLOC1S4	-2.97
BLOC1S5	-1.13
BLOC1S6	-1.39
BLVRA	5.48
BLVRB	9.56
BLZF1	6.3
BMF	-7.67
BMI1	4.41
BMP1	6.44
BMP10	9
BMP15	1.15
BMP2	-3.46
BMP2K	8.11
BMP3	9.82
BMP4	2.85
BMP5	-7.99
BMP6	-1.62
BMP7	0.23
BMP8A	-3.3
BMP8B	3.91
BMPER	-0.97
BMPR1A	-8
BMPR1B	3.28
BMPR2	5.6
BMS1	0.4
BMX	9.68
BNC1	-5.66
BNC2	8.69
BNIP1	0.39
BNIP2	-7.83
BNIP3	8.32
BNIP3L	-2.94
BNIPL	4.33
BOC	4.08
BOD1	-6.83
BOD1L1	-9.03
BOD1L2	3.18
BOK	9.4
BOLA1	-5.01
BOLA2	-7.3
BOLA2B	0.18
BOLA3	4.85
BOLL	-4.49
BOP1	9.54
BORA	-9.37
BPGM	-5.17
BPHL	5.31
BPI	-2.72
BPIFA1	9.83
BPIFA2	5.03
BPIFA3	-1.01
BPIFB1	4.29
BPIFB2	-0.79
BPIFB3	-4.12
BPIFB4	4.87
BPIFB6	-2.65
BPIFC	8.17
BPNT1	0.46
BPTF	9.93
BPY2	0.98
BPY2B	5.11
BPY2C	-0.6
BRAF	-1.51
BRAP	6.57
BRAT1	6.46
BRCA1	-1.07
BRCA2	8.45
BRCC3	8.75
BRD1	-6.16
BRD2	-2.27
BRD3	8.13
BRD4	-1.37
BRD7	-4
BRD8	-5.74
BRD9	0.49
BRDT	1.43
BRE	-4.14
BRF1	5.32
BRF2	4.59
BRI3	0.98
BRI3BP	8.62
BRICD5	-8.86
BRINP1	-6.26
BRINP2	-6.73
BRINP3	5.85
BRIP1	-7.1
BRIX1	-6.89
BRK1	0.82
BRMS1	-0.78
BRMS1L	6.9
BROX	-6.84
BRPF1	7.29
BRPF3	6.89
BRS3	0.52
BRSK1	9.81
BRSK2	1.49
BRWD1	1.39
BRWD3	4.93
BSCL2	3.49
BSDC1	1.57
BSG	-8.07
BSN	-8.87
BSND	-9.79
BSPH1	-0.24
BSPRY	6.07
BST1	-2.05
BST2	1.61
BSX	-8.27
BTAF1	-6.56
BTBD1	6.38
BTBD10	5.35
BTBD11	5.19
BTBD16	3.89
BTBD17	2.71
BTBD18	-9.99
BTBD19	-7.2
BTBD2	0.93
BTBD3	5.42
BTBD6	4.21
BTBD7	-5.99
BTBD8	-3.59
BTBD9	-6.58
BTC	-8.59
BTD	-0.01
BTF3	-4.52
BTF3L4	1.62
BTG1	-1.99
BTG2	-1.21
BTG3	8.52
BTG4	-8.18
BTK	8.7
BTLA	-3.13
BTN1A1	-2.44
BTN2A1	3.48
BTN2A2	7.39
BTN3A1	-9.42
BTN3A2	-7.58
BTN3A3	-4.97
BTNL10	-9.52
BTNL2	-6.28
BTNL3	4.89
BTNL8	0.36
BTNL9	-0.03
BTRC	-9.89
BUB1	4.89
BUB1B	-9.78
BUB3	0.69
BUD13	6.95
BUD31	5.87
BVES	9.16
BYSL	4.05
BZRAP1	-7.09
BZW1	-6.93
BZW2	-7.31
C10orf10	-3.71
C10orf105	7.32
C10orf107	3.32
C10orf11	9.42
C10orf111	2.75
C10orf113	4.64
C10orf118	5.48
C10orf12	-2.31
C10orf120	2.33
C10orf126	2.08
C10orf128	-9.31
C10orf129	-7.13
C10orf131	-3.65
C10orf137	-9.02
C10orf2	-7.05
C10orf25	-6.86
C10orf32	2.43
C10orf35	-4.78
C10orf53	9.93
C10orf54	-0.25
C10orf55	5.13
C10orf62	-3.87
C10orf67	-0.97
C10orf68	-3.54
C10orf71	-6.2
C10orf76	3.53
C10orf82	6.85
C10orf88	3.23
C10orf90	-3.6
C10orf91	-4.36
C10orf95	2.82
C10orf99	2.29
C11orf1	-9.17
C11orf16	6.04
C11orf21	0.55
C11orf24	-3.44
C11orf30	9.36
C11orf31	8.2
C11orf35	7.13
C11orf40	3.47
C11orf42	-5.4
C11orf44	3.32
C11orf45	9.03
C11orf48	5.59
C11orf49	-6.04
C11orf52	1.68
C11orf53	-2.93
C11orf54	2.45
C11orf57	6.5
C11orf58	5.96
C11orf63	5.58
C11orf65	2.34
C11orf68	2.08
C11orf70	9.09
C11orf71	1.53
C11orf73	-8.73
C11orf74	-4.41
C11orf80	2.26
C11orf82	6.24
C11orf83	-0.16
C11orf84	-3.25
C11orf85	1.7
C11orf86	-7.1
C11orf87	-2.68
C11orf88	-3.21
C11orf91	5.24
C11orf94	7.64
C11orf95	1.91
C11orf96	5.68
C12orf10	-4.27
C12orf23	-8.24
C12orf29	6.8
C12orf39	0.37
C12orf4	9.57
C12orf40	9.8
C12orf42	8.5
C12orf43	1.89
C12orf44	-7.98
C12orf45	1.11
C12orf49	6.21
C12orf5	-8.6
C12orf50	-7.83
C12orf52	0.05
C12orf54	-8.6
C12orf56	-6.9
C12orf57	3.13
C12orf60	-1.92
C12orf61	-2.94
C12orf65	-8.58
C12orf66	-0.44
C12orf68	2.11
C12orf71	9.41
C12orf73	9.04
C12orf74	-0.55
C12orf75	-7.35
C12orf76	-7.03
C12orf77	7.45
C12orf79	-7.71
C12orf80	4.46
C13orf35	8.32
C13orf45	-4.53
C14orf1	-5.63
C14orf105	7.67
C14orf119	4.93
C14orf132	-1.25
C14orf142	1.62
C14orf159	9.82
C14orf164	4.22
C14orf166	-0.3
C14orf166B	-7.27
C14orf169	-3.62
C14orf177	2.93
C14orf178	9.64
C14orf180	-9.05
C14orf182	-3.4
C14orf183	-0.9
C14orf2	-9.02
C14orf28	-3.78
C14orf37	-5.69
C14orf39	-1.44
C14orf79	-0.19
C14orf80	4.39
C14orf93	-2.05
C15orf26	7.94
C15orf27	8.35
C15orf32	-6.01
C15orf38	-2.82
C15orf38-AP3S2	-3.07
C15orf39	-7.72
C15orf40	5.27
C15orf41	-8.27
C15orf43	-6.16
C15orf48	-1.72
C15orf52	1.17
C15orf53	-6.34
C15orf54	1.17
C15orf56	1.87
C15orf57	-7.5
C15orf59	1.56
C15orf60	-0.21
C15orf61	9.52
C15orf62	1.24
C15orf65	-1.86
C16orf11	-0.34
C16orf13	6.47
C16orf3	4.28
C16orf45	-5.1
C16orf46	-6.62
C16orf47	0.27
C16orf52	-5.17
C16orf54	-2.03
C16orf58	-2.55
C16orf59	-1.5
C16orf62	-3.54
C16orf70	-7.06
C16orf71	1.89
C16orf72	1.7
C16orf74	5.6
C16orf78	2.29
C16orf80	-1.42
C16orf82	1.62
C16orf86	-7.44
C16orf87	-8.77
C16orf89	2.95
C16orf90	7.67
C16orf91	6.9
C16orf92	-9.22
C16orf93	4.01
C16orf95	7.09
C16orf96	-7.23
C16orf97	3.46
C17orf100	-5.53
C17orf102	2.67
C17orf103	2.58
C17orf104	-7.38
C17orf105	8.87
C17orf107	0.68
C17orf112	4.6
C17orf47	-6.52
C17orf49	1.42
C17orf50	5.76
C17orf51	7.07
C17orf53	-1.78
C17orf58	-4.07
C17orf59	3.5
C17orf62	9.94
C17orf64	9.79
C17orf66	9.33
C17orf67	-2.25
C17orf70	-9.92
C17orf72	9.75
C17orf74	3.42
C17orf75	-5.36
C17orf77	-0.79
C17orf78	4.26
C17orf80	-4.54
C17orf82	-1.23
C17orf85	-3.85
C17orf89	8.9
C17orf96	-1.14
C17orf97	3.05
C17orf98	-6.44
C17orf99	-7.4
C18orf21	7.49
C18orf25	-6.08
C18orf32	3.57
C18orf42	7.23
C18orf54	-4.65
C18orf56	-7.82
C18orf63	4.08
C18orf64	7.78
C18orf8	6.65
C19orf10	-7.93
C19orf12	8.67
C19orf18	2.76
C19orf24	9.68
C19orf25	8.03
C19orf26	-3.59
C19orf33	0.12
C19orf35	-3.37
C19orf38	-9.16
C19orf40	4.44
C19orf43	8.46
C19orf44	8.52
C19orf45	-6.22
C19orf47	-7.18
C19orf48	0.67
C19orf52	0.98
C19orf53	-8.09
C19orf54	-5.12
C19orf55	-9.11
C19orf57	-8.07
C19orf59	3.15
C19orf60	9.75
C19orf66	-3.31
C19orf67	9.68
C19orf68	-4
C19orf69	-8.73
C19orf70	-1.71
C19orf71	1.55
C19orf73	5.07
C19orf77	6.02
C19orf80	8.44
C19orf81	-3.28
C19orf82	-9.09
C19orf83	7.85
C19orf84	5.95
C1D	-1.44
C1GALT1	-2.92
C1GALT1C1	-6.74
C1orf100	-8.22
C1orf101	9.65
C1orf105	7.36
C1orf106	3.9
C1orf109	1.68
C1orf110	-0.82
C1orf111	3.42
C1orf112	7.42
C1orf115	5.48
C1orf116	-5.64
C1orf122	-1.79
C1orf123	0.52
C1orf127	0.94
C1orf131	4.6
C1orf137	-0.83
C1orf141	6.42
C1orf146	-5.3
C1orf158	7.08
C1orf159	6.47
C1orf162	6.41
C1orf168	-7.57
C1orf172	-6.39
C1orf173	4.67
C1orf174	6.84
C1orf177	8.36
C1orf185	-9.79
C1orf186	-1.29
C1orf189	-7.06
C1orf192	1.47
C1orf194	-2.5
C1orf195	-9.16
C1orf198	7.39
C1orf204	-3.17
C1orf21	2.83
C1orf210	-1.33
C1orf216	9.38
C1orf226	-9.5
C1orf227	1.53
C1orf228	-6.84
C1orf229	9.09
C1orf233	-6.32
C1orf234	9.26
C1orf27	4.12
C1orf35	-3.89
C1orf43	-3.49
C1orf50	-6.02
C1orf51	7.1
C1orf52	4.17
C1orf53	4.02
C1orf54	9.83
C1orf56	-2.36
C1orf61	8.57
C1orf63	-5.31
C1orf64	-9.78
C1orf65	-6.75
C1orf68	6.63
C1orf74	-3.12
C1orf85	9.27
C1orf86	-7
C1orf87	-2.99
C1orf94	2.95
C1orf95	3.92
C1QA	-6.94
C1QB	-2.63
C1QBP	8.31
C1QC	-1.16
C1QL1	8.13
C1QL2	-4.02
C1QL3	1.22
C1QL4	-4.02
C1QTNF1	7.2
C1QTNF2	1.54
C1QTNF3	7.52
C1QTNF4	9.66
C1QTNF5	-5.1
C1QTNF6	3.68
C1QTNF7	-8.84
C1QTNF8	-7.09
C1QTNF9	-9.5
C1QTNF9B	-8.3
C1R	-1.25
C1RL	-0.56
C1S	2.91
C2	2.42
C20orf112	-9.64
C20orf141	-3.5
C20orf144	5.61
C20orf166	3.39
C20orf173	0.46
C20orf194	2.96
C20orf195	2.48
C20orf196	6.53
C20orf197	-9.14
C20orf201	-6.19
C20orf202	-4.31
C20orf203	4.5
C20orf24	-0.04
C20orf26	-3.57
C20orf27	-4.78
C20orf62	-2.93
C20orf78	-4.66
C20orf85	-5.92
C20orf96	-6.47
C21orf140	5.38
C21orf2	8.35
C21orf33	-7.55
C21orf58	-9.65
C21orf59	-8.74
C21orf62	0.91
C21orf91	-0.5
C22orf15	7.5
C22orf23	-0.74
C22orf24	9.22
C22orf26	-2.97
C22orf29	-9.08
C22orf31	-1.18
C22orf39	7.05
C22orf42	-3.08
C22orf43	-4.73
C22orf46	-3.07
C2CD2	-5.62
C2CD2L	-8.12
C2CD3	7.29
C2CD4A	-8.3
C2CD4B	8.63
C2CD4C	6.11
C2CD4D	5.48
C2CD5	-4.34
C2orf15	-4.81
C2orf16	-4.58
C2orf27A	-0.53
C2orf27B	-5.95
C2orf40	5.49
C2orf42	6.89
C2orf43	0.82
C2orf44	-8.09
C2orf47	1.71
C2orf48	1.42
C2orf49	-4.79
C2orf50	-4.49
C2orf53	-2.3
C2orf54	5.65
C2orf57	5.87
C2orf61	1
C2orf62	-9.18
C2orf66	0.31
C2orf68	-2.73
C2orf69	8.52
C2orf70	-5.75
C2orf71	5.47
C2orf72	5.5
C2orf73	-2.48
C2orf74	7.08
C2orf76	2.37
C2orf78	9.2
C2orf80	8.14
C2orf81	-5.97
C2orf82	-5.65
C2orf83	-1.63
C2orf88	5.4
C2orf91	4.82
C3	7.11
C3AR1	9.85
C3orf14	1.67
C3orf17	-7.05
C3orf18	5.19
C3orf20	-0.05
C3orf22	7.26
C3orf27	-1.75
C3orf30	4.36
C3orf33	-8.84
C3orf35	-1.99
C3orf36	3.43
C3orf38	10
C3orf43	-2.94
C3orf52	9.61
C3orf55	3.83
C3orf56	-0.6
C3orf58	-4.92
C3orf62	-3.87
C3orf67	-8.08
C3orf70	-9.49
C3orf72	6.58
C3orf79	0.09
C3orf80	4.36
C3orf83	-5.76
C3orf84	-0.26
C4A	5.99
C4B	-9.19
C4BPA	-1.52
C4BPB	9.87
C4orf17	-8.63
C4orf19	5.81
C4orf21	-4.21
C4orf22	1.49
C4orf26	7.18
C4orf27	-7.55
C4orf29	7.67
C4orf3	-6.6
C4orf32	-8.5
C4orf33	5.51
C4orf36	5.27
C4orf40	1.29
C4orf45	4.64
C4orf46	-9.47
C4orf47	9.75
C4orf48	1.09
C4orf51	2.75
C4orf6	-5.25
C5	-3.35
C5AR1	-6.16
C5AR2	0.9
C5orf15	-1.12
C5orf20	8.04
C5orf22	4.99
C5orf24	6.47
C5orf28	3.74
C5orf30	2.93
C5orf34	-9.6
C5orf38	-7.71
C5orf42	-2.46
C5orf45	4.82
C5orf46	5.61
C5orf47	-8.42
C5orf48	-9.36
C5orf49	9.25
C5orf51	-4.91
C5orf52	-4.08
C5orf54	-3.8
C5orf55	-9.4
C5orf58	7.95
C5orf60	-4.29
C5orf63	-0.76
C5orf64	-6.78
C5orf66	-9.07
C6	-8.77
C6orf1	-4.7
C6orf10	-5.95
C6orf106	0.4
C6orf118	-0.65
C6orf120	6.46
C6orf132	8.03
C6orf136	-7.09
C6orf141	2.55
C6orf15	2.54
C6orf163	3.17
C6orf165	9.53
C6orf195	-0.98
C6orf201	-4.75
C6orf203	-9.77
C6orf211	-3.24
C6orf222	-3.2
C6orf223	-4.48
C6orf226	-5.26
C6orf229	-8.05
C6orf25	-6.73
C6orf47	6.12
C6orf48	1.13
C6orf52	-8.62
C6orf57	-6.76
C6orf58	-9.25
C6orf62	8.71
C6orf7	2.81
C6orf89	0.55
C6orf99	-7.42
C7	-0.25
C7orf10	8.51
C7orf25	7.06
C7orf26	-1.86
C7orf31	-1.8
C7orf33	1.01
C7orf34	1.57
C7orf41	3.28
C7orf43	6.46
C7orf49	5.46
C7orf50	-6.01
C7orf55	-4.27
C7orf55-LUC7L2	-1.36
C7orf57	-3.34
C7orf60	-4.71
C7orf61	0.49
C7orf62	-8.26
C7orf63	-0.48
C7orf65	-2.61
C7orf66	-7.12
C7orf69	8.88
C7orf71	-6.52
C7orf72	1.76
C7orf73	1.42
C7orf76	-7.31
C8A	-8.93
C8B	-2.44
C8G	7.04
C8orf22	6.25
C8orf31	-5.38
C8orf33	0.13
C8orf34	5.91
C8orf37	-5.7
C8orf4	-4.8
C8orf44	-2.57
C8orf46	-0.83
C8orf47	3.2
C8orf48	-9.36
C8orf58	0.41
C8orf59	-5.87
C8orf74	9.81
C8orf76	-9.85
C8orf82	-0.9
C8orf86	3.48
C8orf87	2.71
C8orf88	-3.64
C9	-5.64
C9orf106	4.56
C9orf114	1.39
C9orf116	-7.87
C9orf117	-5.49
C9orf129	-8.93
C9orf131	9.13
C9orf135	0.77
C9orf139	-6.05
C9orf142	6.44
C9orf152	3.57
C9orf153	-3.71
C9orf156	-0.04
C9orf16	6.1
C9orf163	-8.19
C9orf169	-6.03
C9orf170	4.61
C9orf171	8.6
C9orf172	1.63
C9orf173	7.29
C9orf24	-0.32
C9orf3	0.95
C9orf37	-1.75
C9orf40	4.64
C9orf41	5.58
C9orf43	3.23
C9orf47	5.61
C9orf50	9.03
C9orf57	-0.58
C9orf62	3.47
C9orf64	8.45
C9orf66	0.33
C9orf69	7.77
C9orf72	-1.83
C9orf78	4.03
C9orf84	6.59
C9orf85	0.19
C9orf89	-1.55
C9orf9	0.96
C9orf91	-2.85
C9orf92	-4.34
C9orf96	-9.81
CA1	-4.29
CA10	0.82
CA11	-2.87
CA12	2.41
CA13	-7.23
CA14	-3.79
CA2	-9.64
CA3	-6.56
CA4	9.7
CA5A	4.12
CA5B	7.5
CA6	0.79
CA7	-9.06
CA8	1.19
CA9	4.44
CAAP1	-8.98
CAB39	2.42
CAB39L	9.38
CABIN1	9.85
CABLES1	-1.68
CABLES2	0.02
CABP1	-0.8
CABP2	6.83
CABP4	8.9
CABP5	9.47
CABP7	1.07
CABS1	-2.85
CABYR	-4.37
CACFD1	-3.95
CACHD1	-4.97
CACNA1A	-7.62
CACNA1B	2.41
CACNA1C	2.8
CACNA1D	0.52
CACNA1E	9.51
CACNA1F	-3.11
CACNA1G	6.93
CACNA1H	-4.66
CACNA1I	5.86
CACNA1S	6.95
CACNA2D1	1.29
CACNA2D2	0.95
CACNA2D3	-9.21
CACNA2D4	5.87
CACNB1	2.88
CACNB2	-1.34
CACNB3	-7.2
CACNB4	8.97
CACNG1	3.65
CACNG2	-9.51
CACNG3	-7.36
CACNG4	0.83
CACNG5	1.35
CACNG6	4.51
CACNG7	-6.21
CACNG8	-5.02
CACTIN	9.21
CACUL1	-1.63
CACYBP	-5.1
CAD	5.96
CADM1	2.06
CADM2	-0.79
CADM3	-0.49
CADM4	-1.77
CADPS	-9.92
CADPS2	9.65
CAGE1	-1.23
CALB1	-5.54
CALB2	-2.1
CALCA	-9.71
CALCB	4.06
CALCOCO1	-2.01
CALCOCO2	-8.73
CALCR	9.66
CALCRL	5.7
CALD1	6.78
CALHM1	-0.75
CALHM2	-3.44
CALHM3	-8.14
CALM1	-1.85
CALM2	-8.8
CALM3	-6.15
CALML3	1.74
CALML4	-0.35
CALML5	5.64
CALML6	9.79
CALN1	-8.31
CALR	-3.38
CALR3	5.73
CALU	-7.22
CALY	-9.92
CAMK1	-9.58
CAMK1D	-2.34
CAMK1G	4.91
CAMK2A	3.35
CAMK2B	5.35
CAMK2D	4.28
CAMK2G	6.78
CAMK2N1	-3.11
CAMK2N2	-7.9
CAMK4	-1.92
CAMKK1	5.85
CAMKK2	-4.23
CAMKMT	-3
CAMKV	2.38
CAMLG	9.39
CAMP	9.59
CAMSAP1	7.92
CAMSAP2	-6.67
CAMSAP3	6.31
CAMTA1	0.75
CAMTA2	-3.8
CAND1	-0.14
CAND2	1.3
CANT1	-8.19
CANX	7.6
CAP1	-7
CAP2	6.81
CAPG	0
CAPN1	8.48
CAPN10	-2.52
CAPN11	-1.82
CAPN12	-1.48
CAPN13	-5.29
CAPN14	7.11
CAPN15	5.82
CAPN2	6.74
CAPN3	-2.58
CAPN5	-4.11
CAPN6	-9.96
CAPN7	-1.77
CAPN8	-8.61
CAPN9	-9.4
CAPNS1	-9.13
CAPNS2	5.88
CAPRIN1	-9.19
CAPRIN2	8.57
CAPS	8.6
CAPS2	-3.09
CAPSL	3.47
CAPZA1	-8.16
CAPZA2	-3.05
CAPZA3	-3.13
CAPZB	7.06
CARD10	5.17
CARD11	-5.92
CARD14	4.15
CARD16	4.87
CARD17	-8.26
CARD18	9.26
CARD6	-7.49
CARD8	1.25
CARD9	3.87
CARF	4.55
CARHSP1	6.77
CARKD	6.44
CARM1	-1.78
CARNS1	-8.02
CARS	-7.69
CARS2	4.7
CARTPT	9.86
CASC1	3.57
CASC10	-7.92
CASC3	-3.34
CASC4	-3.05
CASC5	4.81
CASD1	-0.2
CASK	9.26
CASKIN1	-4.5
CASKIN2	6.67
CASP1	6.82
CASP10	-4.25
CASP12	-9.43
CASP14	2.14
CASP2	-4.84
CASP3	-3.67
CASP4	-8.23
CASP5	5.89
CASP6	7.5
CASP7	2.63
CASP8	-1.59
CASP8AP2	5
CASP9	-1.8
CASQ1	-9.59
CASQ2	-0.68
CASR	-8.37
CASS4	-4.43
CAST	-1.07
CASZ1	3.39
CAT	6.24
CATSPER1	5.37
CATSPER2	-3.52
CATSPER3	5.32
CATSPER4	2.54
CATSPERB	-4.27
CATSPERD	2.68
CATSPERG	6.6
CAV1	8.34
CAV2	4.06
CAV3	7.46
CBFA2T2	-2.68
CBFA2T3	8.72
CBFB	0.58
CBL	-9.49
CBLB	-3.64
CBLC	3.05
CBLL1	9.29
CBLN1	7.7
CBLN2	4.18
CBLN3	-0.4
CBLN4	-9.83
CBR1	-4.96
CBR3	9.84
CBR4	-4.89
CBS	4.7
CBWD1	-5.52
CBWD2	5.44
CBWD3	2.41
CBWD5	0.12
CBWD6	6.79
CBX1	-2.59
CBX2	-7.48
CBX3	4.1
CBX4	6.84
CBX5	3.28
CBX6	-6.36
CBX7	7.94
CBX8	-4.45
CBY1	6.59
CBY3	5.17
CC2D1A	-7.06
CC2D1B	-1.99
CC2D2A	-8.56
CC2D2B	-6.76
CCAR1	0.08
CCAR2	7.39
CCBE1	-4.8
CCBL1	-3.14
CCBL2	6.25
CCDC101	1.32
CCDC102A	9.59
CCDC102B	7.77
CCDC103	8.61
CCDC104	5.16
CCDC105	-1.52
CCDC106	-4
CCDC107	7.18
CCDC108	-6.81
CCDC109B	-1.1
CCDC11	-3.88
CCDC110	-4.16
CCDC111	2.56
CCDC112	9.07
CCDC113	8.77
CCDC114	2.82
CCDC115	-9.96
CCDC116	8.95
CCDC117	2.55
CCDC12	-1.75
CCDC120	-3.95
CCDC121	8.74
CCDC122	1.87
CCDC124	1.56
CCDC125	-3.29
CCDC126	1.71
CCDC127	8.41
CCDC129	2.07
CCDC13	-5.04
CCDC130	0.06
CCDC132	-8.59
CCDC134	4.01
CCDC135	0.09
CCDC136	-5.46
CCDC137	-4.17
CCDC138	-4.25
CCDC14	-0.23
CCDC140	1.63
CCDC141	3.3
CCDC142	6.04
CCDC144A	7.5
CCDC144NL	-0.48
CCDC146	9.99
CCDC147	9.98
CCDC148	6.74
CCDC149	0.74
CCDC15	-7.06
CCDC150	8.53
CCDC151	6.54
CCDC152	-2.5
CCDC153	8.22
CCDC154	-0.7
CCDC155	7.8
CCDC157	2.99
CCDC158	-3.7
CCDC159	7.54
CCDC160	-3.67
CCDC166	4.85
CCDC167	-3.87
CCDC168	0.53
CCDC169	3.69
CCDC169-SOHLH2	-6.66
CCDC17	5.55
CCDC170	7.66
CCDC171	-9.59
CCDC172	1.21
CCDC173	9.01
CCDC174	1.57
CCDC175	1.76
CCDC176	-5.58
CCDC177	-0.48
CCDC178	-4.88
CCDC179	-5.55
CCDC18	6.49
CCDC180	-3.18
CCDC181	-2.99
CCDC182	-5
CCDC19	5.19
CCDC22	-1.46
CCDC23	2.33
CCDC24	-1.75
CCDC25	-2.85
CCDC27	-8.34
CCDC28A	-2.56
CCDC28B	-8.56
CCDC3	3.68
CCDC30	-1.54
CCDC33	2.05
CCDC34	-7.69
CCDC36	0.87
CCDC37	-9.75
CCDC38	4.44
CCDC39	2.23
CCDC40	5.66
CCDC41	-7.86
CCDC42	-6.35
CCDC42B	8.47
CCDC43	-1.87
CCDC47	6.55
CCDC50	-4.42
CCDC51	-5.76
CCDC53	-9.41
CCDC54	3.47
CCDC57	4.94
CCDC58	9.74
CCDC59	-8.05
CCDC6	-4.7
CCDC60	-0.22
CCDC61	9.72
CCDC62	-3.42
CCDC63	7.65
CCDC64	-4.8
CCDC64B	-6.34
CCDC65	-4.65
CCDC66	6.41
CCDC67	-2.18
CCDC68	7.21
CCDC69	-5.58
CCDC7	-6.76
CCDC70	1.42
CCDC71	7.18
CCDC71L	-4.67
